RECORDING_SESSION_LABEL,TRIAL_INDEX,CURRENT_FIX_END,CURRENT_FIX_INDEX,CURRENT_FIX_INTEREST_AREA_LABEL,CURRENT_FIX_NEAREST_INTEREST_AREA_DISTANCE,CURRENT_FIX_START,TRIAL_FIXATION_TOTAL,Trial_Index_,condition,spoken_language,CURRENT_FIX_INTEREST_AREA_FIX_COUNT,CURRENT_FIX_INTEREST_AREA_ID
manisha,76,3882,6,.,7.59,3588,12,76,Baseline,English,.,.
manisha,76,4123,7,.,5.82,3916,12,76,Baseline,English,.,.
manisha,76,4361,8,.,7.12,4147,12,76,Baseline,English,.,.
manisha,76,4832,9,.,5.82,4386,12,76,Baseline,English,.,.
manisha,76,5073,10,.,6.6,4852,12,76,Baseline,English,.,.
manisha,76,5427,11,.,5.86,5094,12,76,Baseline,English,.,.
manisha,76,5548,12,.,6.8,5450,12,76,Baseline,English,.,.
manisha,77,2734,1,bilingual_interest_area,3.94,2438,10,77,Conditioned,English,3,2
manisha,77,2909,2,bilingual_interest_area,3.64,2757,10,77,Conditioned,English,3,2
manisha,77,3426,3,.,6.26,3165,10,77,Conditioned,English,.,.
manisha,77,3644,4,.,7.88,3481,10,77,Conditioned,English,.,.
manisha,77,4355,5,.,6.15,3691,10,77,Conditioned,English,.,.
manisha,77,4650,6,bilingual_interest_area,4.55,4376,10,77,Conditioned,English,3,2
manisha,77,4936,7,.,6.45,4676,10,77,Conditioned,English,.,.
manisha,77,5252,8,.,6.27,4946,10,77,Conditioned,English,.,.
manisha,77,5487,9,.,5.79,5276,10,77,Conditioned,English,.,.
manisha,77,5550,10,.,7.04,5513,10,77,Conditioned,English,.,.
manisha,78,2614,1,monolingual_interest_area,4.24,2495,11,78,Conditioned,English,2,1
manisha,78,2801,2,monolingual_interest_area,3.92,2652,11,78,Conditioned,English,2,1
manisha,78,3258,3,bilingual_interest_area,5.27,3120,11,78,Conditioned,English,1,2
manisha,78,3631,4,.,7.79,3289,11,78,Conditioned,English,.,.
manisha,78,3877,5,.,8.39,3651,11,78,Conditioned,English,.,.
manisha,78,4248,6,.,7.3,3901,11,78,Conditioned,English,.,.
manisha,78,4641,7,.,7.99,4269,11,78,Conditioned,English,.,.
manisha,78,4886,8,.,5.96,4665,11,78,Conditioned,English,.,.
manisha,78,4960,9,.,6.26,4908,11,78,Conditioned,English,.,.
manisha,78,5466,10,.,6.57,5059,11,78,Conditioned,English,.,.
manisha,78,5549,11,.,6.5,5476,11,78,Conditioned,English,.,.
manisha,79,3490,1,.,5.8,3309,8,79,Baseline,English,.,.
manisha,79,3750,2,.,7.51,3516,8,79,Baseline,English,.,.
manisha,79,3980,3,.,6.56,3767,8,79,Baseline,English,.,.
manisha,79,4193,4,.,7.65,4005,8,79,Baseline,English,.,.
manisha,79,4508,5,.,7.22,4226,8,79,Baseline,English,.,.
manisha,79,4906,6,.,7.59,4520,8,79,Baseline,English,.,.
manisha,79,5227,7,.,6.57,4930,8,79,Baseline,English,.,.
manisha,79,5548,8,.,7.12,5250,8,79,Baseline,English,.,.
manisha,80,2725,1,monolingual_interest_area,5.89,2567,12,80,Baseline,English,2,1
manisha,80,2850,2,monolingual_interest_area,4.27,2765,12,80,Baseline,English,2,1
manisha,80,3139,3,bilingual_interest_area,5.21,2927,12,80,Baseline,English,1,2
manisha,80,3452,4,.,7.44,3180,12,80,Baseline,English,.,.
manisha,80,3660,5,.,7.42,3469,12,80,Baseline,English,.,.
manisha,80,4021,6,.,6.94,3678,12,80,Baseline,English,.,.
manisha,80,4246,7,.,8,4038,12,80,Baseline,English,.,.
manisha,80,4511,8,.,6.61,4268,12,80,Baseline,English,.,.
manisha,80,4715,9,.,7.18,4535,12,80,Baseline,English,.,.
manisha,80,5012,10,.,6.22,4739,12,80,Baseline,English,.,.
manisha,80,5246,11,.,6.53,5027,12,80,Baseline,English,.,.
manisha,80,5549,12,.,5.93,5262,12,80,Baseline,English,.,.
manisha,81,2729,1,bilingual_interest_area,4.3,2575,10,81,Baseline,English,2,2
manisha,81,2858,2,bilingual_interest_area,3.6,2762,10,81,Baseline,English,2,2
manisha,81,3090,3,monolingual_interest_area,5.48,2937,10,81,Baseline,English,1,1
manisha,81,3373,4,.,8.18,3116,10,81,Baseline,English,.,.
manisha,81,3660,5,.,6.45,3396,10,81,Baseline,English,.,.
manisha,81,3928,6,.,7.71,3696,10,81,Baseline,English,.,.
manisha,81,4311,7,.,6.55,3945,10,81,Baseline,English,.,.
manisha,81,4583,8,.,7.32,4322,10,81,Baseline,English,.,.
manisha,81,4991,9,.,5.86,4606,10,81,Baseline,English,.,.
manisha,81,5548,10,.,6.44,5012,10,81,Baseline,English,.,.
manisha,82,2711,1,monolingual_interest_area,4.6,2547,10,82,Conditioned,English,3,1
manisha,82,2851,2,monolingual_interest_area,3.65,2734,10,82,Conditioned,English,3,1
manisha,82,3272,3,.,7.92,2932,10,82,Conditioned,English,.,.
manisha,82,3558,4,.,6.97,3319,10,82,Conditioned,English,.,.
manisha,82,3741,5,.,6.79,3594,10,82,Conditioned,English,.,.
manisha,82,4035,6,.,7.82,3762,10,82,Conditioned,English,.,.
manisha,82,4268,7,.,6.1,4065,10,82,Conditioned,English,.,.
manisha,82,4744,8,monolingual_interest_area,5.39,4295,10,82,Conditioned,English,3,1
manisha,82,5020,9,.,6.6,4781,10,82,Conditioned,English,.,.
manisha,82,5549,10,.,6.08,5041,10,82,Conditioned,English,.,.
manisha,83,2480,1,bilingual_interest_area,4.22,2438,11,83,Baseline,English,2,2
manisha,83,2820,2,bilingual_interest_area,4.32,2505,11,83,Baseline,English,2,2
manisha,83,3477,3,.,5.83,2908,11,83,Baseline,English,.,.
manisha,83,3778,4,.,7.12,3495,11,83,Baseline,English,.,.
manisha,83,4155,5,.,6.05,3800,11,83,Baseline,English,.,.
manisha,83,4365,6,.,6.57,4170,11,83,Baseline,English,.,.
manisha,83,4681,7,.,6.06,4385,11,83,Baseline,English,.,.
manisha,83,4978,8,.,6.75,4693,11,83,Baseline,English,.,.
manisha,83,5194,9,.,6.5,4999,11,83,Baseline,English,.,.
manisha,83,5534,10,.,7.83,5215,11,83,Baseline,English,.,.
manisha,83,5550,11,.,7.68,5543,11,83,Baseline,English,.,.
manisha,84,2733,1,monolingual_interest_area,3.42,2437,10,84,Conditioned,English,4,1
manisha,84,2907,2,monolingual_interest_area,2.76,2758,10,84,Conditioned,English,4,1
manisha,84,3171,3,.,7.52,2966,10,84,Conditioned,English,.,.
manisha,84,3443,4,.,6.69,3190,10,84,Conditioned,English,.,.
manisha,84,3806,5,monolingual_interest_area,5.41,3463,10,84,Conditioned,English,4,1
manisha,84,4207,6,.,6.57,3832,10,84,Conditioned,English,.,.
manisha,84,4677,7,monolingual_interest_area,5.32,4230,10,84,Conditioned,English,4,1
manisha,84,4961,8,.,6.79,4698,10,84,Conditioned,English,.,.
manisha,84,5282,9,.,5.98,4982,10,84,Conditioned,English,.,.
manisha,84,5549,10,.,6.21,5295,10,84,Conditioned,English,.,.
manisha,85,2637,1,.,7.81,2531,9,85,Conditioned,English,.,.
manisha,85,2879,2,bilingual_interest_area,4.02,2684,9,85,Conditioned,English,3,2
manisha,85,3249,3,.,6.85,3049,9,85,Conditioned,English,.,.
manisha,85,3526,4,.,6.25,3294,9,85,Conditioned,English,.,.
manisha,85,3813,5,.,6.3,3541,9,85,Conditioned,English,.,.
manisha,85,4205,6,bilingual_interest_area,4.94,3995,9,85,Conditioned,English,3,2
manisha,85,4729,7,.,6.16,4467,9,85,Conditioned,English,.,.
manisha,85,5391,8,.,6.24,5112,9,85,Conditioned,English,.,.
manisha,85,5549,9,bilingual_interest_area,4.7,5415,9,85,Conditioned,English,3,2
manisha,86,2808,1,bilingual_interest_area,4.74,2586,8,86,Baseline,English,1,2
manisha,86,3627,2,.,6.18,3063,8,86,Baseline,English,.,.
manisha,86,3932,3,.,5.59,3649,8,86,Baseline,English,.,.
manisha,86,4282,4,.,6.85,3955,8,86,Baseline,English,.,.
manisha,86,4928,5,monolingual_interest_area,5.43,4307,8,86,Baseline,English,2,1
manisha,86,5221,6,.,5.87,4940,8,86,Baseline,English,.,.
manisha,86,5427,7,.,6.42,5231,8,86,Baseline,English,.,.
manisha,86,5549,8,monolingual_interest_area,5.13,5452,8,86,Baseline,English,2,1
manisha,87,2723,1,bilingual_interest_area,4.28,2448,11,87,Baseline,English,7,2
manisha,87,2875,2,bilingual_interest_area,3.86,2748,11,87,Baseline,English,7,2
manisha,87,3245,3,.,8.08,3141,11,87,Baseline,English,.,.
manisha,87,3561,4,bilingual_interest_area,4.49,3290,11,87,Baseline,English,7,2
manisha,87,3802,5,.,5.84,3585,11,87,Baseline,English,.,.
manisha,87,4074,6,bilingual_interest_area,4.33,3825,11,87,Baseline,English,7,2
manisha,87,4350,7,bilingual_interest_area,1.17,4100,11,87,Baseline,English,7,2
manisha,87,4752,8,.,5.96,4398,11,87,Baseline,English,.,.
manisha,87,4978,9,bilingual_interest_area,4.69,4776,11,87,Baseline,English,7,2
manisha,87,5234,10,.,5.72,4997,11,87,Baseline,English,.,.
manisha,87,5549,11,bilingual_interest_area,4.61,5254,11,87,Baseline,English,7,2
manisha,88,2642,1,monolingual_interest_area,3.11,2437,12,88,Conditioned,English,5,1
manisha,88,2810,2,monolingual_interest_area,3.64,2653,12,88,Conditioned,English,5,1
manisha,88,3016,3,monolingual_interest_area,4.58,2857,12,88,Conditioned,English,5,1
manisha,88,3275,4,.,6.96,3079,12,88,Conditioned,English,.,.
manisha,88,3667,5,monolingual_interest_area,5.44,3302,12,88,Conditioned,English,5,1
manisha,88,3899,6,.,7.25,3691,12,88,Conditioned,English,.,.
manisha,88,4295,7,.,5.97,4129,12,88,Conditioned,English,.,.
manisha,88,4554,8,.,7.28,4319,12,88,Conditioned,English,.,.
manisha,88,4790,9,.,5.91,4578,12,88,Conditioned,English,.,.
manisha,88,5004,10,monolingual_interest_area,5.19,4810,12,88,Conditioned,English,5,1
manisha,88,5272,11,.,6.13,5026,12,88,Conditioned,English,.,.
manisha,88,5539,12,.,5.93,5291,12,88,Conditioned,English,.,.
manisha,89,2557,1,monolingual_interest_area,4.19,2437,12,89,Baseline,English,3,1
manisha,89,2752,2,monolingual_interest_area,3.93,2588,12,89,Baseline,English,3,1
manisha,89,2934,3,monolingual_interest_area,3.63,2787,12,89,Baseline,English,3,1
manisha,89,3328,4,.,7.24,2992,12,89,Baseline,English,.,.
manisha,89,3676,5,.,6.44,3349,12,89,Baseline,English,.,.
manisha,89,3961,6,.,5.55,3696,12,89,Baseline,English,.,.
manisha,89,4200,7,.,7.37,3984,12,89,Baseline,English,.,.
manisha,89,4573,8,.,6.32,4221,12,89,Baseline,English,.,.
manisha,89,4850,9,.,7.27,4608,12,89,Baseline,English,.,.
manisha,89,5059,10,.,7.79,4865,12,89,Baseline,English,.,.
manisha,89,5371,11,.,5.88,5085,12,89,Baseline,English,.,.
manisha,89,5548,12,.,7.4,5393,12,89,Baseline,English,.,.
manisha,90,2546,1,monolingual_interest_area,5.28,2438,11,90,Baseline,English,5,1
manisha,90,2694,2,monolingual_interest_area,3.45,2575,11,90,Baseline,English,5,1
manisha,90,2965,3,monolingual_interest_area,4.37,2869,11,90,Baseline,English,5,1
manisha,90,3243,4,.,7.66,3028,11,90,Baseline,English,.,.
manisha,90,3633,5,.,6.54,3273,11,90,Baseline,English,.,.
manisha,90,3876,6,.,7.58,3673,11,90,Baseline,English,.,.
manisha,90,4369,7,.,6.28,3896,11,90,Baseline,English,.,.
manisha,90,4661,8,.,6.72,4393,11,90,Baseline,English,.,.
manisha,90,5013,9,monolingual_interest_area,5.04,4681,11,90,Baseline,English,5,1
manisha,90,5383,10,.,5.8,5030,11,90,Baseline,English,.,.
manisha,90,5550,11,monolingual_interest_area,5.04,5406,11,90,Baseline,English,5,1
manisha,91,2604,1,monolingual_interest_area,4.03,2437,13,91,Conditioned,English,1,1
manisha,91,2936,2,.,8.16,2802,13,91,Conditioned,English,.,.
manisha,91,3180,3,.,8.15,2980,13,91,Conditioned,English,.,.
manisha,91,3358,4,.,6.89,3215,13,91,Conditioned,English,.,.
manisha,91,3579,5,.,12.01,3424,13,91,Conditioned,English,.,.
manisha,91,3797,6,.,13.2,3607,13,91,Conditioned,English,.,.
manisha,91,3932,7,.,14.33,3817,13,91,Conditioned,English,.,.
manisha,91,4308,8,.,7.8,4024,13,91,Conditioned,English,.,.
manisha,91,4639,9,.,6.85,4332,13,91,Conditioned,English,.,.
manisha,91,4880,10,.,7.41,4663,13,91,Conditioned,English,.,.
manisha,91,5255,11,.,5.87,4902,13,91,Conditioned,English,.,.
manisha,91,5510,12,.,6.57,5278,13,91,Conditioned,English,.,.
manisha,91,5549,13,.,7.46,5530,13,91,Conditioned,English,.,.
manisha,92,2489,1,bilingual_interest_area,3.79,2438,11,92,Conditioned,English,2,2
manisha,92,2807,2,bilingual_interest_area,3.71,2513,11,92,Conditioned,English,2,2
manisha,92,3058,3,.,7.23,2878,11,92,Conditioned,English,.,.
manisha,92,3109,4,.,6.2,3084,11,92,Conditioned,English,.,.
manisha,92,3433,5,.,5.65,3111,11,92,Conditioned,English,.,.
manisha,92,4006,6,.,6.99,3455,11,92,Conditioned,English,.,.
manisha,92,4194,7,.,6.16,4025,11,92,Conditioned,English,.,.
manisha,92,4612,8,.,6.4,4223,11,92,Conditioned,English,.,.
manisha,92,4939,9,.,6.3,4634,11,92,Conditioned,English,.,.
manisha,92,5150,10,monolingual_interest_area,5.67,4963,11,92,Conditioned,English,1,1
manisha,92,5549,11,.,6.71,5174,11,92,Conditioned,English,.,.
manisha,93,2795,1,bilingual_interest_area,3.72,2437,11,93,Conditioned,English,1,2
manisha,93,3064,2,.,6.38,2871,11,93,Conditioned,English,.,.
manisha,93,3305,3,.,6.76,3082,11,93,Conditioned,English,.,.
manisha,93,3578,4,monolingual_interest_area,5.36,3328,11,93,Conditioned,English,2,1
manisha,93,3824,5,.,6.69,3598,11,93,Conditioned,English,.,.
manisha,93,4619,6,monolingual_interest_area,4.09,4111,11,93,Conditioned,English,2,1
manisha,93,5120,7,.,5.96,4644,11,93,Conditioned,English,.,.
manisha,93,5376,8,.,6.75,5131,11,93,Conditioned,English,.,.
manisha,93,5416,9,.,6.04,5396,11,93,Conditioned,English,.,.
manisha,93,5450,10,.,5.94,5432,11,93,Conditioned,English,.,.
manisha,93,5548,11,.,6.14,5468,11,93,Conditioned,English,.,.
manisha,94,2468,1,monolingual_interest_area,3.56,2436,11,94,Conditioned,English,5,1
manisha,94,2784,2,bilingual_interest_area,3.67,2553,11,94,Conditioned,English,2,2
manisha,94,2902,3,bilingual_interest_area,3.46,2811,11,94,Conditioned,English,2,2
manisha,94,3264,4,monolingual_interest_area,5.12,2967,11,94,Conditioned,English,5,1
manisha,94,3514,5,.,6.16,3288,11,94,Conditioned,English,.,.
manisha,94,4109,6,monolingual_interest_area,5.45,3537,11,94,Conditioned,English,5,1
manisha,94,4453,7,monolingual_interest_area,5.4,4132,11,94,Conditioned,English,5,1
manisha,94,4611,8,.,6.07,4472,11,94,Conditioned,English,.,.
manisha,94,5062,9,.,5.88,4806,11,94,Conditioned,English,.,.
manisha,94,5363,10,monolingual_interest_area,5.49,5086,11,94,Conditioned,English,5,1
manisha,94,5549,11,.,6.49,5379,11,94,Conditioned,English,.,.
manisha,95,2517,1,monolingual_interest_area,4.55,2437,13,95,Baseline,English,4,1
manisha,95,2726,2,monolingual_interest_area,4.26,2539,13,95,Baseline,English,4,1
manisha,95,2918,3,monolingual_interest_area,3.35,2760,13,95,Baseline,English,4,1
manisha,95,3146,4,.,6.13,2977,13,95,Baseline,English,.,.
manisha,95,3496,5,.,7.27,3158,13,95,Baseline,English,.,.
manisha,95,3656,6,bilingual_interest_area,5.57,3546,13,95,Baseline,English,1,2
manisha,95,3943,7,.,7.05,3699,13,95,Baseline,English,.,.
manisha,95,4163,8,.,8.37,3968,13,95,Baseline,English,.,.
manisha,95,4502,9,.,6.66,4186,13,95,Baseline,English,.,.
manisha,95,4992,10,.,7.57,4528,13,95,Baseline,English,.,.
manisha,95,5239,11,.,6.58,5014,13,95,Baseline,English,.,.
manisha,95,5446,12,.,6.04,5251,13,95,Baseline,English,.,.
manisha,95,5489,13,monolingual_interest_area,5.47,5460,13,95,Baseline,English,4,1
manisha,96,2533,1,bilingual_interest_area,3.95,2437,12,96,Baseline,English,3,2
manisha,96,2702,2,bilingual_interest_area,3.71,2551,12,96,Baseline,English,3,2
manisha,96,2964,3,bilingual_interest_area,4.58,2880,12,96,Baseline,English,3,2
manisha,96,3156,4,.,8.04,3015,12,96,Baseline,English,.,.
manisha,96,3414,5,.,5.79,3198,12,96,Baseline,English,.,.
manisha,96,3931,6,.,7.24,3435,12,96,Baseline,English,.,.
manisha,96,4229,7,.,5.94,3950,12,96,Baseline,English,.,.
manisha,96,4611,8,.,7.24,4254,12,96,Baseline,English,.,.
manisha,96,4997,9,.,6.37,4632,12,96,Baseline,English,.,.
manisha,96,5202,10,.,6.79,5010,12,96,Baseline,English,.,.
manisha,96,5491,11,.,6.16,5228,12,96,Baseline,English,.,.
manisha,96,5550,12,.,7.27,5514,12,96,Baseline,English,.,.
manisha,97,2528,1,bilingual_interest_area,3.11,2438,11,97,Conditioned,English,3,2
manisha,97,2761,2,bilingual_interest_area,3.2,2578,11,97,Conditioned,English,3,2
manisha,97,2919,3,bilingual_interest_area,4.05,2802,11,97,Conditioned,English,3,2
manisha,97,3236,4,.,6.94,2973,11,97,Conditioned,English,.,.
manisha,97,3852,5,.,7.59,3245,11,97,Conditioned,English,.,.
manisha,97,4060,6,.,7.35,3870,11,97,Conditioned,English,.,.
manisha,97,4552,7,.,6.9,4088,11,97,Conditioned,English,.,.
manisha,97,4789,8,.,7.94,4569,11,97,Conditioned,English,.,.
manisha,97,5064,9,.,6.61,4811,11,97,Conditioned,English,.,.
manisha,97,5347,10,.,7.38,5085,11,97,Conditioned,English,.,.
manisha,97,5550,11,.,6.67,5366,11,97,Conditioned,English,.,.
manisha,98,2558,1,monolingual_interest_area,3.71,2438,11,98,Conditioned,English,3,1
manisha,98,2760,2,monolingual_interest_area,3.44,2567,11,98,Conditioned,English,3,1
manisha,98,2810,3,monolingual_interest_area,3.95,2787,11,98,Conditioned,English,3,1
manisha,98,3304,4,.,7.14,3066,11,98,Conditioned,English,.,.
manisha,98,3667,5,.,7.34,3329,11,98,Conditioned,English,.,.
manisha,98,3941,6,.,6.41,3689,11,98,Conditioned,English,.,.
manisha,98,4503,7,.,7.38,3961,11,98,Conditioned,English,.,.
manisha,98,4750,8,.,6.66,4521,11,98,Conditioned,English,.,.
manisha,98,4985,9,.,8.32,4773,11,98,Conditioned,English,.,.
manisha,98,5275,10,.,6.65,5007,11,98,Conditioned,English,.,.
manisha,98,5549,11,.,8.23,5302,11,98,Conditioned,English,.,.
manisha,99,2776,1,bilingual_interest_area,3.55,2664,10,99,Baseline,English,1,2
manisha,99,3072,2,.,5.98,2997,10,99,Baseline,English,.,.
manisha,99,3281,3,.,6.32,3117,10,99,Baseline,English,.,.
manisha,99,3636,4,.,6.29,3546,10,99,Baseline,English,.,.
manisha,99,3870,5,.,7.82,3691,10,99,Baseline,English,.,.
manisha,99,4076,6,.,5.89,3909,10,99,Baseline,English,.,.
manisha,99,4477,7,.,6.6,4244,10,99,Baseline,English,.,.
manisha,99,5031,8,.,6.98,4494,10,99,Baseline,English,.,.
manisha,99,5324,9,.,6.55,5066,10,99,Baseline,English,.,.
manisha,99,5549,10,.,5.71,5498,10,99,Baseline,English,.,.
manisha,100,2784,1,bilingual_interest_area,5.03,2455,9,100,Baseline,English,5,2
manisha,100,2895,2,bilingual_interest_area,4.28,2804,9,100,Baseline,English,5,2
manisha,100,3472,3,.,6.57,2943,9,100,Baseline,English,.,.
manisha,100,3714,4,.,7.79,3490,9,100,Baseline,English,.,.
manisha,100,4155,5,.,7.12,3724,9,100,Baseline,English,.,.
manisha,100,4550,6,bilingual_interest_area,4.42,4179,9,100,Baseline,English,5,2
manisha,100,4876,7,.,6.58,4574,9,100,Baseline,English,.,.
manisha,100,5167,8,bilingual_interest_area,5.11,4898,9,100,Baseline,English,5,2
manisha,100,5553,9,bilingual_interest_area,4.52,5379,9,100,Baseline,English,5,2
manisha,101,2864,1,bilingual_interest_area,3.9,2438,7,101,Conditioned,English,7,2
manisha,101,3177,2,bilingual_interest_area,3.08,2885,7,101,Conditioned,English,7,2
manisha,101,4148,3,bilingual_interest_area,3.8,3204,7,101,Conditioned,English,7,2
manisha,101,4483,4,bilingual_interest_area,6.72,4209,7,101,Conditioned,English,7,2
manisha,101,4952,5,bilingual_interest_area,6.24,4496,7,101,Conditioned,English,7,2
manisha,101,5331,6,bilingual_interest_area,5.74,5124,7,101,Conditioned,English,7,2
manisha,101,5549,7,bilingual_interest_area,5.85,5346,7,101,Conditioned,English,7,2
manisha,102,2605,1,bilingual_interest_area,4.29,2437,10,102,Conditioned,English,7,2
manisha,102,2802,2,bilingual_interest_area,4.18,2630,10,102,Conditioned,English,7,2
manisha,102,3114,3,.,6.69,2875,10,102,Conditioned,English,.,.
manisha,102,3688,4,.,6.05,3134,10,102,Conditioned,English,.,.
manisha,102,3906,5,bilingual_interest_area,4.95,3713,10,102,Conditioned,English,7,2
manisha,102,4235,6,.,6.38,3931,10,102,Conditioned,English,.,.
manisha,102,4518,7,bilingual_interest_area,5.21,4259,10,102,Conditioned,English,7,2
manisha,102,5024,8,bilingual_interest_area,5.3,4540,10,102,Conditioned,English,7,2
manisha,102,5429,9,bilingual_interest_area,5.45,5036,10,102,Conditioned,English,7,2
manisha,102,5549,10,bilingual_interest_area,5.18,5439,10,102,Conditioned,English,7,2
manisha,103,2694,1,bilingual_interest_area,4.44,2436,11,103,Baseline,English,7,2
manisha,103,2884,2,bilingual_interest_area,3.16,2729,11,103,Baseline,English,7,2
manisha,103,3276,3,.,5.52,2932,11,103,Baseline,English,.,.
manisha,103,3691,4,.,5.7,3296,11,103,Baseline,English,.,.
manisha,103,3958,5,bilingual_interest_area,4.83,3708,11,103,Baseline,English,7,2
manisha,103,4257,6,.,6.15,3981,11,103,Baseline,English,.,.
manisha,103,4554,7,bilingual_interest_area,5.01,4281,11,103,Baseline,English,7,2
manisha,103,4781,8,bilingual_interest_area,5.6,4567,11,103,Baseline,English,7,2
manisha,103,5038,9,bilingual_interest_area,4.97,4799,11,103,Baseline,English,7,2
manisha,103,5359,10,.,6.37,5060,11,103,Baseline,English,.,.
manisha,103,5548,11,bilingual_interest_area,5.55,5382,11,103,Baseline,English,7,2
manisha,104,2505,1,monolingual_interest_area,4.44,2437,13,104,Baseline,English,4,1
manisha,104,2711,2,monolingual_interest_area,4.47,2525,13,104,Baseline,English,4,1
manisha,104,2849,3,monolingual_interest_area,3.37,2753,13,104,Baseline,English,4,1
manisha,104,3120,4,.,8.8,2922,13,104,Baseline,English,.,.
manisha,104,3371,5,.,6.98,3143,13,104,Baseline,English,.,.
manisha,104,3652,6,.,6.37,3387,13,104,Baseline,English,.,.
manisha,104,3894,7,.,7.61,3672,13,104,Baseline,English,.,.
manisha,104,4166,8,.,6.25,3913,13,104,Baseline,English,.,.
manisha,104,4471,9,.,5.79,4182,13,104,Baseline,English,.,.
manisha,104,4696,10,.,7.14,4492,13,104,Baseline,English,.,.
manisha,104,4985,11,.,5.83,4715,13,104,Baseline,English,.,.
manisha,104,5204,12,monolingual_interest_area,5.35,4995,13,104,Baseline,English,4,1
manisha,104,5543,13,.,6.8,5227,13,104,Baseline,English,.,.
manisha,105,2730,1,bilingual_interest_area,4.48,2562,12,105,Conditioned,English,8,2
manisha,105,2863,2,bilingual_interest_area,3.39,2755,12,105,Conditioned,English,8,2
manisha,105,3138,3,.,8.11,2938,12,105,Conditioned,English,.,.
manisha,105,3354,4,.,7.45,3160,12,105,Conditioned,English,.,.
manisha,105,3750,5,bilingual_interest_area,5.24,3392,12,105,Conditioned,English,8,2
manisha,105,3969,6,bilingual_interest_area,4.63,3775,12,105,Conditioned,English,8,2
manisha,105,4232,7,.,6.62,3993,12,105,Conditioned,English,.,.
manisha,105,4517,8,bilingual_interest_area,4.73,4256,12,105,Conditioned,English,8,2
manisha,105,4765,9,.,6.47,4540,12,105,Conditioned,English,.,.
manisha,105,5009,10,bilingual_interest_area,4.67,4798,12,105,Conditioned,English,8,2
manisha,105,5422,11,bilingual_interest_area,5.47,5024,12,105,Conditioned,English,8,2
manisha,105,5548,12,bilingual_interest_area,5.21,5439,12,105,Conditioned,English,8,2
manisha,106,2733,1,monolingual_interest_area,4.32,2437,11,106,Conditioned,English,8,1
manisha,106,2884,2,monolingual_interest_area,3.23,2766,11,106,Conditioned,English,8,1
manisha,106,3251,3,.,6.78,2954,11,106,Conditioned,English,.,.
manisha,106,3658,4,monolingual_interest_area,4.79,3276,11,106,Conditioned,English,8,1
manisha,106,3884,5,.,6.04,3678,11,106,Conditioned,English,.,.
manisha,106,4135,6,monolingual_interest_area,5.03,3904,11,106,Conditioned,English,8,1
manisha,106,4474,7,monolingual_interest_area,4.7,4152,11,106,Conditioned,English,8,1
manisha,106,4667,8,monolingual_interest_area,4.12,4484,11,106,Conditioned,English,8,1
manisha,106,4889,9,.,5.57,4691,11,106,Conditioned,English,.,.
manisha,106,5522,10,monolingual_interest_area,4.74,4908,11,106,Conditioned,English,8,1
manisha,106,5549,11,monolingual_interest_area,5.28,5534,11,106,Conditioned,English,8,1
manisha,107,2841,1,.,10.21,2798,8,107,Baseline,English,.,.
manisha,107,3250,2,bilingual_interest_area,6.51,3102,8,107,Baseline,English,5,2
manisha,107,3527,3,.,7.17,3294,8,107,Baseline,English,.,.
manisha,107,4347,4,.,5.58,4053,8,107,Baseline,English,.,.
manisha,107,4949,5,bilingual_interest_area,5.03,4387,8,107,Baseline,English,5,2
manisha,107,5244,6,bilingual_interest_area,3.83,4972,8,107,Baseline,English,5,2
manisha,107,5476,7,bilingual_interest_area,4.12,5269,8,107,Baseline,English,5,2
manisha,107,5549,8,bilingual_interest_area,5.58,5534,8,107,Baseline,English,5,2
manisha,108,2962,1,monolingual_interest_area,5.69,2804,6,108,Conditioned,English,1,1
manisha,108,4569,2,.,14.43,4458,6,108,Conditioned,English,.,.
manisha,108,4784,3,.,14.99,4592,6,108,Conditioned,English,.,.
manisha,108,5093,4,.,7.52,4968,6,108,Conditioned,English,.,.
manisha,108,5319,5,bilingual_interest_area,2.58,5159,6,108,Conditioned,English,1,2
manisha,108,5550,6,.,13.54,5406,6,108,Conditioned,English,.,.
manisha,109,2535,1,bilingual_interest_area,4.98,2437,11,109,Baseline,English,11,2
manisha,109,2747,2,bilingual_interest_area,4.64,2557,11,109,Baseline,English,11,2
manisha,109,2969,3,bilingual_interest_area,2.91,2782,11,109,Baseline,English,11,2
manisha,109,3228,4,bilingual_interest_area,4.3,2996,11,109,Baseline,English,11,2
manisha,109,3554,5,bilingual_interest_area,5.46,3409,11,109,Baseline,English,11,2
manisha,109,4127,6,bilingual_interest_area,4.71,3598,11,109,Baseline,English,11,2
manisha,109,4369,7,bilingual_interest_area,5.11,4140,11,109,Baseline,English,11,2
manisha,109,4763,8,bilingual_interest_area,4.48,4383,11,109,Baseline,English,11,2
manisha,109,5004,9,bilingual_interest_area,4.7,4772,11,109,Baseline,English,11,2
manisha,109,5441,10,bilingual_interest_area,4.38,5026,11,109,Baseline,English,11,2
manisha,109,5549,11,bilingual_interest_area,4.53,5449,11,109,Baseline,English,11,2
manisha,110,2493,1,bilingual_interest_area,4.04,2437,10,110,Conditioned,English,6,2
manisha,110,2755,2,bilingual_interest_area,4.33,2503,10,110,Conditioned,English,6,2
manisha,110,2894,3,bilingual_interest_area,3.45,2776,10,110,Conditioned,English,6,2
