RECORDING_SESSION_LABEL,TRIAL_INDEX,CURRENT_FIX_END,CURRENT_FIX_INDEX,CURRENT_FIX_INTEREST_AREA_LABEL,CURRENT_FIX_NEAREST_INTEREST_AREA_DISTANCE,CURRENT_FIX_START,TRIAL_FIXATION_TOTAL,Trial_Index_,condition,spoken_language,CURRENT_FIX_INTEREST_AREA_FIX_COUNT,CURRENT_FIX_INTEREST_AREA_ID
aditi,1,2584,1,.,20.32,2524,8,1,Baseline,Hindi,.,.
aditi,1,3224,2,.,6.52,2775,8,1,Baseline,Hindi,.,.
aditi,1,3847,3,.,7.23,3264,8,1,Baseline,Hindi,.,.
aditi,1,4151,4,.,10.97,3941,8,1,Baseline,Hindi,.,.
aditi,1,4529,5,.,7.96,4433,8,1,Baseline,Hindi,.,.
aditi,1,4760,6,.,6.26,4736,8,1,Baseline,Hindi,.,.
aditi,1,4918,7,.,6.47,4787,8,1,Baseline,Hindi,.,.
aditi,1,5549,8,.,6.46,5150,8,1,Baseline,Hindi,.,.
aditi,2,2536,1,monolingual_interest_area,4.72,2438,9,2,Baseline,Hindi,2,1
aditi,2,2864,2,monolingual_interest_area,4.85,2546,9,2,Baseline,Hindi,2,1
aditi,2,3471,3,.,8.13,2921,9,2,Baseline,Hindi,.,.
aditi,2,4029,4,bilingual_interest_area,4.6,3505,9,2,Baseline,Hindi,1,2
aditi,2,4344,5,.,6.77,4062,9,2,Baseline,Hindi,.,.
aditi,2,4732,6,.,6.67,4384,9,2,Baseline,Hindi,.,.
aditi,2,5011,7,.,8.24,4776,9,2,Baseline,Hindi,.,.
aditi,2,5282,8,.,7.3,5046,9,2,Baseline,Hindi,.,.
aditi,2,5550,9,.,8.08,5326,9,2,Baseline,Hindi,.,.
aditi,3,2898,1,bilingual_interest_area,3.56,2436,8,3,Conditioned,Hindi,1,2
aditi,3,3607,2,.,6.97,2962,8,3,Conditioned,Hindi,.,.
aditi,3,3911,3,.,8.01,3660,8,3,Conditioned,Hindi,.,.
aditi,3,4322,4,.,7.41,3945,8,3,Conditioned,Hindi,.,.
aditi,3,4533,5,.,6.83,4363,8,3,Conditioned,Hindi,.,.
aditi,3,4830,6,.,8.07,4568,8,3,Conditioned,Hindi,.,.
aditi,3,5176,7,.,7.56,5008,8,3,Conditioned,Hindi,.,.
aditi,3,5548,8,.,7.1,5408,8,3,Conditioned,Hindi,.,.
aditi,4,2719,1,monolingual_interest_area,4.73,2437,6,4,Baseline,Hindi,1,1
aditi,4,3393,2,bilingual_interest_area,2.78,2801,6,4,Baseline,Hindi,1,2
aditi,4,3841,3,.,8.06,3450,6,4,Baseline,Hindi,.,.
aditi,4,4399,4,.,7.43,3872,6,4,Baseline,Hindi,.,.
aditi,4,4737,5,.,7.76,4408,6,4,Baseline,Hindi,.,.
aditi,4,5549,6,.,7.72,4762,6,4,Baseline,Hindi,.,.
aditi,5,2876,1,monolingual_interest_area,3.42,2438,9,5,Conditioned,Hindi,1,1
aditi,5,3327,2,bilingual_interest_area,3.73,2940,9,5,Conditioned,Hindi,1,2
aditi,5,4061,3,.,8.26,3371,9,5,Conditioned,Hindi,.,.
aditi,5,4349,4,.,7.72,4103,9,5,Conditioned,Hindi,.,.
aditi,5,4658,5,.,7.58,4375,9,5,Conditioned,Hindi,.,.
aditi,5,4920,6,.,7.17,4695,9,5,Conditioned,Hindi,.,.
aditi,5,5256,7,.,8.08,4941,9,5,Conditioned,Hindi,.,.
aditi,5,5513,8,.,7.13,5288,9,5,Conditioned,Hindi,.,.
aditi,5,5549,9,.,7.73,5548,9,5,Conditioned,Hindi,.,.
aditi,6,2471,1,monolingual_interest_area,3.58,2437,9,6,Conditioned,Hindi,2,1
aditi,6,2845,2,bilingual_interest_area,2.33,2549,9,6,Conditioned,Hindi,1,2
aditi,6,3257,3,monolingual_interest_area,5.45,2898,9,6,Conditioned,Hindi,2,1
aditi,6,3546,4,.,15.51,3343,9,6,Conditioned,Hindi,.,.
aditi,6,3904,5,.,16.02,3583,9,6,Conditioned,Hindi,.,.
aditi,6,4391,6,.,7.42,3992,9,6,Conditioned,Hindi,.,.
aditi,6,4860,7,.,6.48,4416,9,6,Conditioned,Hindi,.,.
aditi,6,5115,8,.,8.29,4891,9,6,Conditioned,Hindi,.,.
aditi,6,5549,9,.,7.39,5152,9,6,Conditioned,Hindi,.,.
aditi,7,2831,1,bilingual_interest_area,3.7,2437,7,7,Baseline,English,1,2
aditi,7,3304,2,.,6,2899,7,7,Baseline,English,.,.
aditi,7,3956,3,.,8.08,3343,7,7,Baseline,English,.,.
aditi,7,4274,4,.,7.03,3982,7,7,Baseline,English,.,.
aditi,7,4729,5,.,8.38,4308,7,7,Baseline,English,.,.
aditi,7,5066,6,.,7.84,4755,7,7,Baseline,English,.,.
aditi,7,5549,7,.,8.38,5104,7,7,Baseline,English,.,.
aditi,8,2894,1,bilingual_interest_area,3.43,2448,7,8,Baseline,Hindi,2,2
aditi,8,3537,2,.,7.38,2956,7,8,Baseline,Hindi,.,.
aditi,8,4235,3,.,6.11,3575,7,8,Baseline,Hindi,.,.
aditi,8,4695,4,bilingual_interest_area,5.08,4442,7,8,Baseline,Hindi,2,2
aditi,8,5012,5,.,7.33,4729,7,8,Baseline,Hindi,.,.
aditi,8,5527,6,.,6.29,5045,7,8,Baseline,Hindi,.,.
aditi,8,5550,7,.,7.37,5547,7,8,Baseline,Hindi,.,.
aditi,9,2642,1,bilingual_interest_area,4,2438,6,9,Baseline,Hindi,1,2
aditi,9,3275,2,.,7.71,2837,6,9,Baseline,Hindi,.,.
aditi,9,3768,3,.,13.18,3347,6,9,Baseline,Hindi,.,.
aditi,9,5165,4,.,8.05,3849,6,9,Baseline,Hindi,.,.
aditi,9,5387,5,.,7.62,5202,6,9,Baseline,Hindi,.,.
aditi,9,5549,6,.,7.72,5417,6,9,Baseline,Hindi,.,.
aditi,10,3734,1,bilingual_interest_area,3.66,2438,6,10,Baseline,Hindi,3,2
aditi,10,4314,2,bilingual_interest_area,3.75,3766,6,10,Baseline,Hindi,3,2
aditi,10,4372,3,bilingual_interest_area,4.44,4344,6,10,Baseline,Hindi,3,2
aditi,10,4804,4,.,7.52,4600,6,10,Baseline,Hindi,.,.
aditi,10,5056,5,.,7.33,4839,6,10,Baseline,Hindi,.,.
aditi,10,5550,6,.,7.81,5101,6,10,Baseline,Hindi,.,.
aditi,11,2899,1,bilingual_interest_area,4.17,2438,8,11,Baseline,Hindi,1,2
aditi,11,3254,2,.,6.14,2967,8,11,Baseline,Hindi,.,.
aditi,11,3662,3,.,10.1,3365,8,11,Baseline,Hindi,.,.
aditi,11,3926,4,.,7.73,3719,8,11,Baseline,Hindi,.,.
aditi,11,4302,5,.,7.69,3980,8,11,Baseline,Hindi,.,.
aditi,11,4848,6,.,7.43,4348,8,11,Baseline,Hindi,.,.
aditi,11,5092,7,.,8.19,4887,8,11,Baseline,Hindi,.,.
aditi,11,5549,8,.,7.4,5127,8,11,Baseline,Hindi,.,.
aditi,12,2881,1,bilingual_interest_area,3.52,2437,7,12,Conditioned,Hindi,1,2
aditi,12,3547,2,monolingual_interest_area,4.41,2976,7,12,Conditioned,Hindi,1,1
aditi,12,4157,3,.,8.46,3601,7,12,Conditioned,Hindi,.,.
aditi,12,4582,4,.,6.44,4188,7,12,Conditioned,Hindi,.,.
aditi,12,4996,5,.,8.03,4617,7,12,Conditioned,Hindi,.,.
aditi,12,5410,6,.,7.14,5028,7,12,Conditioned,Hindi,.,.
aditi,12,5549,7,.,6.93,5433,7,12,Conditioned,Hindi,.,.
aditi,13,2630,1,bilingual_interest_area,4.12,2438,6,13,Baseline,Hindi,2,2
aditi,13,3029,2,bilingual_interest_area,3.8,2650,6,13,Baseline,Hindi,2,2
aditi,13,3808,3,monolingual_interest_area,6.06,3109,6,13,Baseline,Hindi,1,1
aditi,13,4165,4,.,8.32,3852,6,13,Baseline,Hindi,.,.
aditi,13,5001,5,.,6.62,4207,6,13,Baseline,Hindi,.,.
aditi,13,5550,6,.,8.12,5032,6,13,Baseline,Hindi,.,.
aditi,14,2601,1,bilingual_interest_area,3.76,2437,8,14,Baseline,Hindi,3,2
aditi,14,2928,2,bilingual_interest_area,4.95,2655,8,14,Baseline,Hindi,3,2
aditi,14,3297,3,.,12.95,3010,8,14,Baseline,Hindi,.,.
aditi,14,3917,4,.,7.17,3368,8,14,Baseline,Hindi,.,.
aditi,14,4045,5,.,6.31,3964,8,14,Baseline,Hindi,.,.
aditi,14,4617,6,monolingual_interest_area,5.31,4289,8,14,Baseline,Hindi,1,1
aditi,14,5207,7,bilingual_interest_area,4.9,4708,8,14,Baseline,Hindi,3,2
aditi,14,5549,8,.,6.61,5237,8,14,Baseline,Hindi,.,.
aditi,15,2508,1,.,8.33,2436,7,15,Baseline,Hindi,.,.
aditi,15,2765,2,bilingual_interest_area,3.01,2597,7,15,Baseline,Hindi,2,2
aditi,15,3293,3,bilingual_interest_area,5.28,2822,7,15,Baseline,Hindi,2,2
aditi,15,3823,4,.,8.05,3352,7,15,Baseline,Hindi,.,.
aditi,15,4264,5,.,7.87,3844,7,15,Baseline,Hindi,.,.
aditi,15,4809,6,.,6.69,4458,7,15,Baseline,Hindi,.,.
aditi,15,5521,7,.,7.42,4853,7,15,Baseline,Hindi,.,.
aditi,16,4027,1,.,6.96,2437,6,16,Baseline,Hindi,.,.
aditi,16,4303,2,bilingual_interest_area,4.38,4080,6,16,Baseline,Hindi,1,2
aditi,16,4764,3,.,7.61,4328,6,16,Baseline,Hindi,.,.
aditi,16,5153,4,.,6.75,4800,6,16,Baseline,Hindi,.,.
aditi,16,5388,5,.,7.56,5175,6,16,Baseline,Hindi,.,.
aditi,16,5549,6,.,6.8,5417,6,16,Baseline,Hindi,.,.
aditi,17,2831,1,monolingual_interest_area,3.7,2437,9,17,Conditioned,Hindi,1,1
aditi,17,3025,2,.,8.32,2890,9,17,Conditioned,Hindi,.,.
aditi,17,3686,3,.,13.9,3079,9,17,Conditioned,Hindi,.,.
aditi,17,4212,4,.,15.35,3720,9,17,Conditioned,Hindi,.,.
aditi,17,4543,5,.,10.96,4285,9,17,Conditioned,Hindi,.,.
aditi,17,4752,6,.,12.17,4590,9,17,Conditioned,Hindi,.,.
aditi,17,5002,7,.,6.84,4824,9,17,Conditioned,Hindi,.,.
aditi,17,5301,8,.,7.63,5043,9,17,Conditioned,Hindi,.,.
aditi,17,5549,9,.,6.94,5333,9,17,Conditioned,Hindi,.,.
aditi,18,2574,1,monolingual_interest_area,3.97,2437,9,18,Conditioned,Hindi,2,1
aditi,18,2901,2,bilingual_interest_area,2.6,2644,9,18,Conditioned,Hindi,2,2
aditi,18,3091,3,.,13.59,2971,9,18,Conditioned,Hindi,.,.
aditi,18,3749,4,.,13.8,3124,9,18,Conditioned,Hindi,.,.
aditi,18,4167,5,.,6.63,4036,9,18,Conditioned,Hindi,.,.
aditi,18,4405,6,monolingual_interest_area,5.27,4204,9,18,Conditioned,Hindi,2,1
aditi,18,4836,7,bilingual_interest_area,4.6,4467,9,18,Conditioned,Hindi,2,2
aditi,18,5292,8,.,6.73,4871,9,18,Conditioned,Hindi,.,.
aditi,18,5548,9,.,7.58,5328,9,18,Conditioned,Hindi,.,.
aditi,19,4351,1,bilingual_interest_area,3.1,2437,4,19,Conditioned,Hindi,2,2
aditi,19,4664,2,.,7.15,4461,4,19,Conditioned,Hindi,.,.
aditi,19,5189,3,.,6.54,4701,4,19,Conditioned,Hindi,.,.
aditi,19,5550,4,bilingual_interest_area,2.65,5221,4,19,Conditioned,Hindi,2,2
aditi,20,5278,1,.,7.92,2437,2,20,Baseline,English,.,.
aditi,20,5548,2,.,8.46,5321,2,20,Baseline,English,.,.
aditi,21,2646,1,monolingual_interest_area,4.32,2449,8,21,Baseline,Hindi,2,1
aditi,21,3636,2,monolingual_interest_area,3.78,2690,8,21,Baseline,Hindi,2,1
aditi,21,3797,3,.,7.01,3708,8,21,Baseline,Hindi,.,.
aditi,21,4025,4,.,15.17,3888,8,21,Baseline,Hindi,.,.
aditi,21,4578,5,.,13.64,4050,8,21,Baseline,Hindi,.,.
aditi,21,4814,6,.,15.42,4609,8,21,Baseline,Hindi,.,.
aditi,21,5350,7,.,16.19,4846,8,21,Baseline,Hindi,.,.
aditi,21,5549,8,.,6.81,5447,8,21,Baseline,Hindi,.,.
aditi,22,2570,1,monolingual_interest_area,3.53,2438,5,22,Baseline,Hindi,2,1
aditi,22,2889,2,monolingual_interest_area,4.01,2597,5,22,Baseline,Hindi,2,1
aditi,22,3138,3,.,9.97,2949,5,22,Baseline,Hindi,.,.
aditi,22,3559,4,.,14.4,3188,5,22,Baseline,Hindi,.,.
aditi,22,5549,5,.,7.97,3654,5,22,Baseline,Hindi,.,.
aditi,23,2914,1,monolingual_interest_area,3.6,2438,3,23,Conditioned,Hindi,1,1
aditi,23,3185,2,.,6.88,2970,3,23,Conditioned,Hindi,.,.
aditi,23,5550,3,.,6.46,3234,3,23,Conditioned,Hindi,.,.
aditi,24,2464,1,monolingual_interest_area,1.63,2437,6,24,Conditioned,Hindi,2,1
aditi,24,2834,2,monolingual_interest_area,2.38,2494,6,24,Conditioned,Hindi,2,1
aditi,24,3622,3,bilingual_interest_area,4.92,2909,6,24,Conditioned,Hindi,1,2
aditi,24,3991,4,.,7.97,3678,6,24,Conditioned,Hindi,.,.
aditi,24,5202,5,.,7.27,4035,6,24,Conditioned,Hindi,.,.
aditi,24,5550,6,.,6.85,5220,6,24,Conditioned,Hindi,.,.
aditi,25,2982,1,.,7.86,2437,5,25,Conditioned,Hindi,.,.
aditi,25,3182,2,.,7.48,2995,5,25,Conditioned,Hindi,.,.
aditi,25,3696,3,.,12.83,3258,5,25,Conditioned,Hindi,.,.
aditi,25,4827,4,.,7.4,3802,5,25,Conditioned,Hindi,.,.
aditi,25,5549,5,.,8.12,4861,5,25,Conditioned,Hindi,.,.
aditi,26,3822,1,.,7.82,2437,6,26,Baseline,Hindi,.,.
aditi,26,4716,2,.,7.3,3876,6,26,Baseline,Hindi,.,.
aditi,26,4803,3,bilingual_interest_area,5.35,4738,6,26,Baseline,Hindi,3,2
aditi,26,5186,4,bilingual_interest_area,5.3,5011,6,26,Baseline,Hindi,3,2
aditi,26,5391,5,bilingual_interest_area,2.36,5239,6,26,Baseline,Hindi,3,2
aditi,26,5549,6,.,11.2,5475,6,26,Baseline,Hindi,.,.
aditi,27,2908,1,bilingual_interest_area,0.73,2437,10,27,Conditioned,Hindi,2,2
aditi,27,3130,2,.,5.84,2969,10,27,Conditioned,Hindi,.,.
aditi,27,3503,3,.,5.67,3172,10,27,Conditioned,Hindi,.,.
aditi,27,3811,4,.,14.01,3571,10,27,Conditioned,Hindi,.,.
aditi,27,4143,5,.,14.58,3829,10,27,Conditioned,Hindi,.,.
aditi,27,4357,6,.,14.15,4171,10,27,Conditioned,Hindi,.,.
aditi,27,4635,7,.,9.27,4450,10,27,Conditioned,Hindi,.,.
aditi,27,5238,8,.,10.9,4690,10,27,Conditioned,Hindi,.,.
aditi,27,5483,9,.,7.2,5297,10,27,Conditioned,Hindi,.,.
aditi,27,5548,10,bilingual_interest_area,5.32,5507,10,27,Conditioned,Hindi,2,2
aditi,28,2596,1,bilingual_interest_area,3.49,2437,8,28,Conditioned,Hindi,1,2
aditi,28,2855,2,monolingual_interest_area,2.49,2697,8,28,Conditioned,Hindi,2,1
aditi,28,3154,3,monolingual_interest_area,3.69,2915,8,28,Conditioned,Hindi,2,1
aditi,28,3398,4,.,11.14,3234,8,28,Conditioned,Hindi,.,.
aditi,28,3638,5,.,13.9,3450,8,28,Conditioned,Hindi,.,.
aditi,28,4056,6,.,14.75,3664,8,28,Conditioned,Hindi,.,.
aditi,28,4302,7,.,9.92,4155,8,28,Conditioned,Hindi,.,.
aditi,28,5549,8,.,9.25,4553,8,28,Conditioned,Hindi,.,.
aditi,29,2885,1,monolingual_interest_area,2.55,2437,9,29,Conditioned,Hindi,1,1
aditi,29,3324,2,bilingual_interest_area,3.92,2987,9,29,Conditioned,Hindi,7,2
aditi,29,3567,3,bilingual_interest_area,2.55,3393,9,29,Conditioned,Hindi,7,2
aditi,29,3817,4,bilingual_interest_area,4.51,3606,9,29,Conditioned,Hindi,7,2
aditi,29,4050,5,bilingual_interest_area,6.31,3840,9,29,Conditioned,Hindi,7,2
aditi,29,4322,6,bilingual_interest_area,4.98,4076,9,29,Conditioned,Hindi,7,2
aditi,29,4572,7,bilingual_interest_area,6.16,4353,9,29,Conditioned,Hindi,7,2
aditi,29,5340,8,bilingual_interest_area,5.48,4606,9,29,Conditioned,Hindi,7,2
aditi,29,5549,9,.,8.95,5429,9,29,Conditioned,Hindi,.,.
aditi,30,2823,1,monolingual_interest_area,3.53,2445,6,30,Conditioned,Hindi,1,1
aditi,30,3132,2,.,12.32,2913,6,30,Conditioned,Hindi,.,.
aditi,30,3379,3,.,11.91,3236,6,30,Conditioned,Hindi,.,.
aditi,30,3920,4,.,14.14,3431,6,30,Conditioned,Hindi,.,.
aditi,30,4161,5,.,14.52,3957,6,30,Conditioned,Hindi,.,.
aditi,30,5549,6,.,9.11,4218,6,30,Conditioned,Hindi,.,.
aditi,31,2474,1,monolingual_interest_area,3.93,2437,10,31,Baseline,Hindi,3,1
aditi,31,2917,2,bilingual_interest_area,3.11,2553,10,31,Baseline,Hindi,1,2
aditi,31,3123,3,.,8.96,2987,10,31,Baseline,Hindi,.,.
aditi,31,3333,4,.,14.74,3225,10,31,Baseline,Hindi,.,.
aditi,31,4023,5,.,14.28,3370,10,31,Baseline,Hindi,.,.
aditi,31,4431,6,.,7.3,4293,10,31,Baseline,Hindi,.,.
aditi,31,4945,7,monolingual_interest_area,3.89,4486,10,31,Baseline,Hindi,3,1
aditi,31,5216,8,.,9.73,5021,10,31,Baseline,Hindi,.,.
aditi,31,5456,9,monolingual_interest_area,8.75,5311,10,31,Baseline,Hindi,3,1
aditi,31,5549,10,.,13.09,5504,10,31,Baseline,Hindi,.,.
aditi,32,2892,1,bilingual_interest_area,3.14,2437,5,32,Conditioned,Hindi,5,2
aditi,32,3823,2,bilingual_interest_area,3.16,2936,5,32,Conditioned,Hindi,5,2
aditi,32,4390,3,bilingual_interest_area,2.06,3852,5,32,Conditioned,Hindi,5,2
aditi,32,5176,4,bilingual_interest_area,1.27,4421,5,32,Conditioned,Hindi,5,2
aditi,32,5549,5,bilingual_interest_area,2.28,5230,5,32,Conditioned,Hindi,5,2
aditi,33,2545,1,monolingual_interest_area,3.47,2438,7,33,Conditioned,Hindi,5,1
aditi,33,2956,2,monolingual_interest_area,3.12,2584,7,33,Conditioned,Hindi,5,1
aditi,33,3821,3,.,5.79,3024,7,33,Conditioned,Hindi,.,.
aditi,33,4301,4,monolingual_interest_area,4.64,3913,7,33,Conditioned,Hindi,5,1
aditi,33,4520,5,monolingual_interest_area,5.87,4373,7,33,Conditioned,Hindi,5,1
aditi,33,4897,6,.,13.61,4585,7,33,Conditioned,Hindi,.,.
aditi,33,5549,7,monolingual_interest_area,2.97,4993,7,33,Conditioned,Hindi,5,1
aditi,34,2632,1,bilingual_interest_area,3.09,2437,7,34,Baseline,Hindi,2,2
aditi,34,2908,2,bilingual_interest_area,1.65,2675,7,34,Baseline,Hindi,2,2
aditi,34,3723,3,.,8.17,2966,7,34,Baseline,Hindi,.,.
aditi,34,4509,4,.,6.92,3749,7,34,Baseline,Hindi,.,.
aditi,34,4910,5,.,8.33,4551,7,34,Baseline,Hindi,.,.
aditi,34,5209,6,.,7.25,4933,7,34,Baseline,Hindi,.,.
aditi,34,5549,7,.,8.35,5248,7,34,Baseline,Hindi,.,.
aditi,35,2529,1,monolingual_interest_area,3.68,2436,8,35,Baseline,Hindi,3,1
aditi,35,2934,2,monolingual_interest_area,3.59,2547,8,35,Baseline,Hindi,3,1
aditi,35,3605,3,monolingual_interest_area,3.61,2981,8,35,Baseline,Hindi,3,1
aditi,35,3952,4,.,5.92,3646,8,35,Baseline,Hindi,.,.
aditi,35,4441,5,.,7.57,3985,8,35,Baseline,Hindi,.,.
aditi,35,4852,6,.,6.32,4472,8,35,Baseline,Hindi,.,.
aditi,35,5317,7,.,7.53,4884,8,35,Baseline,Hindi,.,.
aditi,35,5548,8,.,6.29,5345,8,35,Baseline,Hindi,.,.
aditi,36,2495,1,monolingual_interest_area,3.08,2437,7,36,Conditioned,English,3,1
aditi,36,2925,2,monolingual_interest_area,2.08,2528,7,36,Conditioned,English,3,1
aditi,36,3103,3,.,7.23,3010,7,36,Conditioned,English,.,.
aditi,36,3925,4,.,6.62,3175,7,36,Conditioned,English,.,.
aditi,36,4481,5,monolingual_interest_area,5.15,3962,7,36,Conditioned,English,3,1
aditi,36,5341,6,.,5.88,4744,7,36,Conditioned,English,.,.
aditi,36,5550,7,.,7.31,5375,7,36,Conditioned,English,.,.
aditi,37,3065,1,.,7.88,2614,9,37,Baseline,Hindi,.,.
aditi,37,3243,2,.,7.45,3085,9,37,Baseline,Hindi,.,.
aditi,37,3446,3,monolingual_interest_area,3.57,3336,9,37,Baseline,Hindi,4,1
aditi,37,3653,4,monolingual_interest_area,3.52,3459,9,37,Baseline,Hindi,4,1
aditi,37,3924,5,.,7.06,3749,9,37,Baseline,Hindi,.,.
aditi,37,4163,6,monolingual_interest_area,3.7,3983,9,37,Baseline,Hindi,4,1
aditi,37,4380,7,monolingual_interest_area,5.46,4189,9,37,Baseline,Hindi,4,1
aditi,37,4711,8,.,7.96,4682,9,37,Baseline,Hindi,.,.
aditi,37,4928,9,.,7.58,4888,9,37,Baseline,Hindi,.,.
aditi,38,2915,1,bilingual_interest_area,1.57,2437,13,38,Baseline,English,5,2
aditi,38,3136,2,.,5.92,3078,13,38,Baseline,English,.,.
aditi,38,3327,3,.,6.07,3283,13,38,Baseline,English,.,.
aditi,38,3599,4,.,6.27,3372,13,38,Baseline,English,.,.
aditi,38,3636,5,.,6.37,3612,13,38,Baseline,English,.,.
aditi,38,3726,6,.,6.35,3663,13,38,Baseline,English,.,.
aditi,38,3902,7,bilingual_interest_area,4.69,3779,13,38,Baseline,English,5,2
aditi,38,4004,8,bilingual_interest_area,4.83,3908,13,38,Baseline,English,5,2
aditi,38,4163,9,bilingual_interest_area,4.94,4016,13,38,Baseline,English,5,2
aditi,38,4613,10,bilingual_interest_area,6.88,4260,13,38,Baseline,English,5,2
aditi,38,4804,11,.,8.15,4769,13,38,Baseline,English,.,.
aditi,38,5170,12,.,7.98,5064,13,38,Baseline,English,.,.
aditi,38,5549,13,.,6.88,5219,13,38,Baseline,English,.,.
aditi,39,2525,1,monolingual_interest_area,3.19,2436,9,39,Conditioned,Hindi,6,1
aditi,39,2892,2,monolingual_interest_area,2.95,2551,9,39,Conditioned,Hindi,6,1
aditi,39,3583,3,.,7.77,2972,9,39,Conditioned,Hindi,.,.
aditi,39,3831,4,.,6.29,3637,9,39,Conditioned,Hindi,.,.
aditi,39,3931,5,.,6.51,3856,9,39,Conditioned,Hindi,.,.
aditi,39,4355,6,monolingual_interest_area,6.21,4313,9,39,Conditioned,Hindi,6,1
aditi,39,4511,7,monolingual_interest_area,6.15,4405,9,39,Conditioned,Hindi,6,1
aditi,39,4701,8,monolingual_interest_area,4.3,4587,9,39,Conditioned,Hindi,6,1
aditi,39,5549,9,monolingual_interest_area,2.31,4774,9,39,Conditioned,Hindi,6,1
aditi,40,2936,1,.,7.7,2437,10,40,Conditioned,Hindi,.,.
aditi,40,3114,2,.,6.29,2967,10,40,Conditioned,Hindi,.,.
aditi,40,3567,3,bilingual_interest_area,1.13,3171,10,40,Conditioned,Hindi,8,2
aditi,40,3774,4,bilingual_interest_area,2.67,3611,10,40,Conditioned,Hindi,8,2
aditi,40,4218,5,bilingual_interest_area,7.34,3818,10,40,Conditioned,Hindi,8,2
aditi,40,4299,6,bilingual_interest_area,4.58,4259,10,40,Conditioned,Hindi,8,2
aditi,40,4725,7,bilingual_interest_area,3.04,4370,10,40,Conditioned,Hindi,8,2
aditi,40,5004,8,bilingual_interest_area,8.12,4805,10,40,Conditioned,Hindi,8,2
aditi,40,5185,9,bilingual_interest_area,7.55,5028,10,40,Conditioned,Hindi,8,2
aditi,40,5548,10,bilingual_interest_area,7.05,5204,10,40,Conditioned,Hindi,8,2
aditi,41,2996,1,monolingual_interest_area,1.03,2519,5,41,Conditioned,Hindi,2,1
aditi,41,3605,2,monolingual_interest_area,3.02,3040,5,41,Conditioned,Hindi,2,1
aditi,41,4272,3,.,6.07,3631,5,41,Conditioned,Hindi,.,.
aditi,41,4570,4,.,7.1,4313,5,41,Conditioned,Hindi,.,.
aditi,41,5548,5,.,6.52,4595,5,41,Conditioned,Hindi,.,.
aditi,42,5550,1,monolingual_interest_area,7.13,2437,1,42,Baseline,Hindi,1,1
aditi,43,2478,1,monolingual_interest_area,3.24,2437,10,43,Baseline,Hindi,1,1
aditi,43,2735,2,bilingual_interest_area,4.59,2595,10,43,Baseline,Hindi,3,2
aditi,43,3037,3,bilingual_interest_area,1.99,2784,10,43,Baseline,Hindi,3,2
aditi,43,3241,4,.,13.37,3114,10,43,Baseline,Hindi,.,.
aditi,43,3864,5,.,16.06,3290,10,43,Baseline,Hindi,.,.
aditi,43,4149,6,bilingual_interest_area,5.85,3951,10,43,Baseline,Hindi,3,2
aditi,43,4368,7,.,7.1,4204,10,43,Baseline,Hindi,.,.
aditi,43,4977,8,.,7.09,4408,10,43,Baseline,Hindi,.,.
aditi,43,5305,9,.,7.58,5001,10,43,Baseline,Hindi,.,.
aditi,43,5549,10,.,7.04,5337,10,43,Baseline,Hindi,.,.
aditi,44,2564,1,monolingual_interest_area,2.01,2437,8,44,Conditioned,Hindi,4,1
aditi,44,2999,2,monolingual_interest_area,2.08,2582,8,44,Conditioned,Hindi,4,1
aditi,44,3948,3,monolingual_interest_area,2.37,3057,8,44,Conditioned,Hindi,4,1
aditi,44,4472,4,.,17.93,4012,8,44,Conditioned,Hindi,.,.
aditi,44,4679,5,monolingual_interest_area,5.25,4560,8,44,Conditioned,Hindi,4,1
aditi,44,4900,6,.,8.21,4862,8,44,Conditioned,Hindi,.,.
aditi,44,5221,7,.,8.7,4917,8,44,Conditioned,Hindi,.,.
aditi,44,5549,8,.,7.96,5330,8,44,Conditioned,Hindi,.,.
aditi,45,2731,1,monolingual_interest_area,3.86,2450,7,45,Baseline,Hindi,6,1
aditi,45,3953,2,monolingual_interest_area,4.16,2771,7,45,Baseline,Hindi,6,1
aditi,45,4259,3,monolingual_interest_area,4.53,3995,7,45,Baseline,Hindi,6,1
aditi,45,4435,4,monolingual_interest_area,4.82,4386,7,45,Baseline,Hindi,6,1
aditi,45,4942,5,monolingual_interest_area,5.25,4808,7,45,Baseline,Hindi,6,1
aditi,45,5055,6,monolingual_interest_area,5.15,4977,7,45,Baseline,Hindi,6,1
aditi,45,5548,7,.,7.96,5184,7,45,Baseline,Hindi,.,.
aditi,46,3228,1,bilingual_interest_area,5.26,2438,7,46,Conditioned,Hindi,5,2
aditi,46,3454,2,.,6.78,3258,7,46,Conditioned,Hindi,.,.
aditi,46,3678,3,.,7.65,3496,7,46,Conditioned,Hindi,.,.
aditi,46,4072,4,bilingual_interest_area,2.2,3760,7,46,Conditioned,Hindi,5,2
aditi,46,4814,5,bilingual_interest_area,1,4112,7,46,Conditioned,Hindi,5,2
aditi,46,5315,6,bilingual_interest_area,1.56,4838,7,46,Conditioned,Hindi,5,2
aditi,46,5549,7,bilingual_interest_area,1.84,5480,7,46,Conditioned,Hindi,5,2
aditi,47,2619,1,bilingual_interest_area,3.14,2437,9,47,Baseline,Hindi,5,2
aditi,47,2904,2,bilingual_interest_area,1.91,2660,9,47,Baseline,Hindi,5,2
aditi,47,4122,3,bilingual_interest_area,5.71,2954,9,47,Baseline,Hindi,5,2
