RECORDING_SESSION_LABEL,CURRENT_FIX_NEAREST_INTEREST_AREA,CURRENT_FIX_DURATION,CURRENT_FIX_INTEREST_AREA_DWELL_TIME,CURRENT_FIX_INTEREST_AREA_FIX_COUNT,CURRENT_FIX_INTEREST_AREA_ID,CURRENT_FIX_INTEREST_AREA_LABEL,CURRENT_FIX_NEAREST_INTEREST_AREA_DISTANCE,CURRENT_FIX_NEAREST_INTEREST_AREA_LABEL,TRIAL_FIXATION_TOTAL,TRIAL_LABEL,bilingual_location,condition,expt_type,spoken_language,trial_type,CURRENT_FIX_NEAREST_INTEREST_AREA_DISTANCE
aditi,2,1707,.,.,.,.,6.33,bilingual_interest_area,4,Trial: 73,2,Conditioned,Main,English,Expt,6.33
aditi,1,596,.,.,.,.,7.71,monolingual_interest_area,4,Trial: 73,2,Conditioned,Main,English,Expt,7.71
aditi,1,182,405,2,1,monolingual_interest_area,5.23,monolingual_interest_area,11,Trial: 74,2,Baseline,Main,English,Expt,5.23
aditi,2,459,491,2,2,bilingual_interest_area,5.15,bilingual_interest_area,11,Trial: 74,2,Baseline,Main,English,Expt,5.15
aditi,2,227,.,.,.,.,7.39,bilingual_interest_area,11,Trial: 74,2,Baseline,Main,English,Expt,7.39
aditi,1,297,.,.,.,.,6.71,monolingual_interest_area,11,Trial: 74,2,Baseline,Main,English,Expt,6.71
aditi,1,194,.,.,.,.,8.45,monolingual_interest_area,11,Trial: 74,2,Baseline,Main,English,Expt,8.45
aditi,1,265,.,.,.,.,6.37,monolingual_interest_area,11,Trial: 74,2,Baseline,Main,English,Expt,6.37
aditi,1,228,.,.,.,.,7.01,monolingual_interest_area,11,Trial: 74,2,Baseline,Main,English,Expt,7.01
aditi,1,223,405,2,1,monolingual_interest_area,5.69,monolingual_interest_area,11,Trial: 74,2,Baseline,Main,English,Expt,5.69
aditi,2,266,.,.,.,.,8.28,bilingual_interest_area,11,Trial: 74,2,Baseline,Main,English,Expt,8.28
aditi,2,353,.,.,.,.,7.78,bilingual_interest_area,11,Trial: 74,2,Baseline,Main,English,Expt,7.78
aditi,2,32,491,2,2,bilingual_interest_area,4.74,bilingual_interest_area,11,Trial: 74,2,Baseline,Main,English,Expt,4.74
aditi,2,505,505,1,2,bilingual_interest_area,4.21,bilingual_interest_area,8,Trial: 75,2,Baseline,Main,English,Expt,4.21
aditi,2,190,.,.,.,.,6.49,bilingual_interest_area,8,Trial: 75,2,Baseline,Main,English,Expt,6.49
aditi,2,177,.,.,.,.,6.05,bilingual_interest_area,8,Trial: 75,2,Baseline,Main,English,Expt,6.05
aditi,1,655,.,.,.,.,8.06,monolingual_interest_area,8,Trial: 75,2,Baseline,Main,English,Expt,8.06
aditi,1,218,.,.,.,.,7.96,monolingual_interest_area,8,Trial: 75,2,Baseline,Main,English,Expt,7.96
aditi,1,236,.,.,.,.,6.1,monolingual_interest_area,8,Trial: 75,2,Baseline,Main,English,Expt,6.1
aditi,1,641,.,.,.,.,7.27,monolingual_interest_area,8,Trial: 75,2,Baseline,Main,English,Expt,7.27
aditi,2,280,.,.,.,.,7.13,bilingual_interest_area,8,Trial: 75,2,Baseline,Main,English,Expt,7.13
aditi,2,545,1203,2,2,bilingual_interest_area,3.99,bilingual_interest_area,5,Trial: 76,1,Baseline,Main,English,Expt,3.99
aditi,2,258,.,.,.,.,7.09,bilingual_interest_area,5,Trial: 76,1,Baseline,Main,English,Expt,7.09
aditi,2,525,.,.,.,.,7.15,bilingual_interest_area,5,Trial: 76,1,Baseline,Main,English,Expt,7.15
aditi,2,658,1203,2,2,bilingual_interest_area,5.07,bilingual_interest_area,5,Trial: 76,1,Baseline,Main,English,Expt,5.07
aditi,1,291,.,.,.,.,7.46,monolingual_interest_area,5,Trial: 76,1,Baseline,Main,English,Expt,7.46
aditi,2,538,1545,4,2,bilingual_interest_area,4.85,bilingual_interest_area,11,Trial: 77,2,Conditioned,Main,English,Expt,4.85
aditi,2,215,1545,4,2,bilingual_interest_area,1.24,bilingual_interest_area,11,Trial: 77,2,Conditioned,Main,English,Expt,1.24
aditi,2,340,1545,4,2,bilingual_interest_area,3.36,bilingual_interest_area,11,Trial: 77,2,Conditioned,Main,English,Expt,3.36
aditi,2,452,1545,4,2,bilingual_interest_area,5.31,bilingual_interest_area,11,Trial: 77,2,Conditioned,Main,English,Expt,5.31
aditi,2,178,.,.,.,.,7.3,bilingual_interest_area,11,Trial: 77,2,Conditioned,Main,English,Expt,7.3
aditi,2,155,.,.,.,.,13.27,bilingual_interest_area,11,Trial: 77,2,Conditioned,Main,English,Expt,13.27
aditi,2,337,.,.,.,.,15.55,bilingual_interest_area,11,Trial: 77,2,Conditioned,Main,English,Expt,15.55
aditi,1,138,.,.,.,.,8.53,monolingual_interest_area,11,Trial: 77,2,Conditioned,Main,English,Expt,8.53
aditi,1,55,.,.,.,.,17.73,monolingual_interest_area,11,Trial: 77,2,Conditioned,Main,English,Expt,17.73
aditi,1,42,.,.,.,.,17.97,monolingual_interest_area,11,Trial: 77,2,Conditioned,Main,English,Expt,17.97
aditi,1,33,.,.,.,.,15.23,monolingual_interest_area,11,Trial: 77,2,Conditioned,Main,English,Expt,15.23
aditi,2,68,68,1,2,bilingual_interest_area,4.25,bilingual_interest_area,5,Trial: 78,2,Conditioned,Main,English,Expt,4.25
aditi,1,191,817,2,1,monolingual_interest_area,4.93,monolingual_interest_area,5,Trial: 78,2,Conditioned,Main,English,Expt,4.93
aditi,1,626,817,2,1,monolingual_interest_area,4.29,monolingual_interest_area,5,Trial: 78,2,Conditioned,Main,English,Expt,4.29
aditi,2,856,.,.,.,.,7.96,bilingual_interest_area,5,Trial: 78,2,Conditioned,Main,English,Expt,7.96
aditi,2,1179,.,.,.,.,5.53,bilingual_interest_area,5,Trial: 78,2,Conditioned,Main,English,Expt,5.53
aditi,1,482,993,2,1,monolingual_interest_area,4.63,monolingual_interest_area,7,Trial: 79,1,Baseline,Main,English,Expt,4.63
aditi,1,464,.,.,.,.,7.05,monolingual_interest_area,7,Trial: 79,1,Baseline,Main,English,Expt,7.05
aditi,2,310,.,.,.,.,6.35,bilingual_interest_area,7,Trial: 79,1,Baseline,Main,English,Expt,6.35
aditi,1,294,.,.,.,.,7.81,monolingual_interest_area,7,Trial: 79,1,Baseline,Main,English,Expt,7.81
aditi,2,368,.,.,.,.,7.98,bilingual_interest_area,7,Trial: 79,1,Baseline,Main,English,Expt,7.98
aditi,1,511,993,2,1,monolingual_interest_area,4.96,monolingual_interest_area,7,Trial: 79,1,Baseline,Main,English,Expt,4.96
aditi,1,461,.,.,.,.,6.54,monolingual_interest_area,7,Trial: 79,1,Baseline,Main,English,Expt,6.54
aditi,2,85,.,.,.,.,7.02,bilingual_interest_area,7,Trial: 80,2,Baseline,Main,English,Expt,7.02
aditi,1,586,586,1,1,monolingual_interest_area,4.1,monolingual_interest_area,7,Trial: 80,2,Baseline,Main,English,Expt,4.1
aditi,2,571,.,.,.,.,6.45,bilingual_interest_area,7,Trial: 80,2,Baseline,Main,English,Expt,6.45
aditi,1,311,.,.,.,.,7.68,monolingual_interest_area,7,Trial: 80,2,Baseline,Main,English,Expt,7.68
aditi,2,258,.,.,.,.,6.97,bilingual_interest_area,7,Trial: 80,2,Baseline,Main,English,Expt,6.97
aditi,1,297,.,.,.,.,7.9,monolingual_interest_area,7,Trial: 80,2,Baseline,Main,English,Expt,7.9
aditi,2,0,.,.,.,.,6.2,bilingual_interest_area,7,Trial: 80,2,Baseline,Main,English,Expt,6.2
aditi,1,5,1204,4,1,monolingual_interest_area,3.86,monolingual_interest_area,9,Trial: 81,1,Baseline,Main,English,Expt,3.86
aditi,1,417,1204,4,1,monolingual_interest_area,4.62,monolingual_interest_area,9,Trial: 81,1,Baseline,Main,English,Expt,4.62
aditi,1,282,1204,4,1,monolingual_interest_area,5.09,monolingual_interest_area,9,Trial: 81,1,Baseline,Main,English,Expt,5.09
aditi,2,160,.,.,.,.,14.07,bilingual_interest_area,9,Trial: 81,1,Baseline,Main,English,Expt,14.07
aditi,1,231,.,.,.,.,15,monolingual_interest_area,9,Trial: 81,1,Baseline,Main,English,Expt,15
aditi,2,288,.,.,.,.,9.36,bilingual_interest_area,9,Trial: 81,1,Baseline,Main,English,Expt,9.36
aditi,1,500,1204,4,1,monolingual_interest_area,6.57,monolingual_interest_area,9,Trial: 81,1,Baseline,Main,English,Expt,6.57
aditi,1,703,.,.,.,.,8.07,monolingual_interest_area,9,Trial: 81,1,Baseline,Main,English,Expt,8.07
aditi,1,123,.,.,.,.,8.16,monolingual_interest_area,9,Trial: 81,1,Baseline,Main,English,Expt,8.16
aditi,2,440,440,1,2,bilingual_interest_area,4.42,bilingual_interest_area,9,Trial: 82,1,Conditioned,Main,English,Expt,4.42
aditi,1,761,.,.,.,.,8.53,monolingual_interest_area,9,Trial: 82,1,Conditioned,Main,English,Expt,8.53
aditi,2,309,.,.,.,.,7.89,bilingual_interest_area,9,Trial: 82,1,Conditioned,Main,English,Expt,7.89
aditi,2,271,.,.,.,.,7.72,bilingual_interest_area,9,Trial: 82,1,Conditioned,Main,English,Expt,7.72
aditi,2,226,.,.,.,.,6.86,bilingual_interest_area,9,Trial: 82,1,Conditioned,Main,English,Expt,6.86
aditi,2,413,.,.,.,.,7.31,bilingual_interest_area,9,Trial: 82,1,Conditioned,Main,English,Expt,7.31
aditi,1,169,.,.,.,.,7.46,monolingual_interest_area,9,Trial: 82,1,Conditioned,Main,English,Expt,7.46
aditi,1,223,239,2,1,monolingual_interest_area,3.63,monolingual_interest_area,9,Trial: 82,1,Conditioned,Main,English,Expt,3.63
aditi,1,16,239,2,1,monolingual_interest_area,4.3,monolingual_interest_area,9,Trial: 82,1,Conditioned,Main,English,Expt,4.3
aditi,1,45,.,.,.,.,8.12,monolingual_interest_area,10,Trial: 83,1,Conditioned,Main,English,Expt,8.12
aditi,1,732,732,1,1,monolingual_interest_area,4.16,monolingual_interest_area,10,Trial: 83,1,Conditioned,Main,English,Expt,4.16
aditi,1,472,.,.,.,.,6.19,monolingual_interest_area,10,Trial: 83,1,Conditioned,Main,English,Expt,6.19
aditi,1,170,.,.,.,.,6.95,monolingual_interest_area,10,Trial: 83,1,Conditioned,Main,English,Expt,6.95
aditi,1,168,.,.,.,.,11.1,monolingual_interest_area,10,Trial: 83,1,Conditioned,Main,English,Expt,11.1
aditi,2,158,.,.,.,.,13.88,bilingual_interest_area,10,Trial: 83,1,Conditioned,Main,English,Expt,13.88
aditi,2,26,.,.,.,.,16.55,bilingual_interest_area,10,Trial: 83,1,Conditioned,Main,English,Expt,16.55
aditi,2,25,.,.,.,.,16.45,bilingual_interest_area,10,Trial: 83,1,Conditioned,Main,English,Expt,16.45
aditi,2,140,.,.,.,.,7.87,bilingual_interest_area,10,Trial: 83,1,Conditioned,Main,English,Expt,7.87
aditi,1,430,.,.,.,.,7.59,monolingual_interest_area,10,Trial: 83,1,Conditioned,Main,English,Expt,7.59
aditi,2,181,.,.,.,.,7.83,bilingual_interest_area,11,Trial: 84,1,Baseline,Main,English,Expt,7.83
aditi,2,229,.,.,.,.,7.75,bilingual_interest_area,11,Trial: 84,1,Baseline,Main,English,Expt,7.75
aditi,2,239,.,.,.,.,8.86,bilingual_interest_area,11,Trial: 84,1,Baseline,Main,English,Expt,8.86
aditi,1,578,.,.,.,.,8.01,monolingual_interest_area,11,Trial: 84,1,Baseline,Main,English,Expt,8.01
aditi,2,262,.,.,.,.,8.16,bilingual_interest_area,11,Trial: 84,1,Baseline,Main,English,Expt,8.16
aditi,2,29,.,.,.,.,8.17,bilingual_interest_area,11,Trial: 84,1,Baseline,Main,English,Expt,8.17
aditi,2,275,.,.,.,.,6.97,bilingual_interest_area,11,Trial: 84,1,Baseline,Main,English,Expt,6.97
aditi,2,154,.,.,.,.,7.77,bilingual_interest_area,11,Trial: 84,1,Baseline,Main,English,Expt,7.77
aditi,2,314,.,.,.,.,7.33,bilingual_interest_area,11,Trial: 84,1,Baseline,Main,English,Expt,7.33
aditi,2,182,.,.,.,.,7.65,bilingual_interest_area,11,Trial: 84,1,Baseline,Main,English,Expt,7.65
aditi,2,140,.,.,.,.,7.22,bilingual_interest_area,11,Trial: 84,1,Baseline,Main,English,Expt,7.22
aditi,2,442,.,.,.,.,7.93,bilingual_interest_area,7,Trial: 85,2,Conditioned,Main,English,Expt,7.93
aditi,1,100,.,.,.,.,11.4,monolingual_interest_area,7,Trial: 85,2,Conditioned,Main,English,Expt,11.4
aditi,1,420,.,.,.,.,13.39,monolingual_interest_area,7,Trial: 85,2,Conditioned,Main,English,Expt,13.39
aditi,1,736,.,.,.,.,15.7,monolingual_interest_area,7,Trial: 85,2,Conditioned,Main,English,Expt,15.7
aditi,1,548,.,.,.,.,6.61,monolingual_interest_area,7,Trial: 85,2,Conditioned,Main,English,Expt,6.61
aditi,2,342,342,1,2,bilingual_interest_area,4.94,bilingual_interest_area,7,Trial: 85,2,Conditioned,Main,English,Expt,4.94
aditi,2,139,.,.,.,.,7.24,bilingual_interest_area,7,Trial: 85,2,Conditioned,Main,English,Expt,7.24
aditi,1,396,396,1,1,monolingual_interest_area,5.34,monolingual_interest_area,8,Trial: 86,2,Baseline,Main,English,Expt,5.34
aditi,1,272,.,.,.,.,15.71,monolingual_interest_area,8,Trial: 86,2,Baseline,Main,English,Expt,15.71
aditi,1,219,.,.,.,.,7.35,monolingual_interest_area,8,Trial: 86,2,Baseline,Main,English,Expt,7.35
aditi,2,198,.,.,.,.,7.66,bilingual_interest_area,8,Trial: 86,2,Baseline,Main,English,Expt,7.66
aditi,2,190,.,.,.,.,6.3,bilingual_interest_area,8,Trial: 86,2,Baseline,Main,English,Expt,6.3
aditi,2,818,.,.,.,.,5.75,bilingual_interest_area,8,Trial: 86,2,Baseline,Main,English,Expt,5.75
aditi,2,214,.,.,.,.,7.21,bilingual_interest_area,8,Trial: 86,2,Baseline,Main,English,Expt,7.21
aditi,1,312,.,.,.,.,7.49,monolingual_interest_area,8,Trial: 86,2,Baseline,Main,English,Expt,7.49
aditi,1,505,1399,3,1,monolingual_interest_area,4.12,monolingual_interest_area,8,Trial: 87,1,Conditioned,Main,English,Expt,4.12
aditi,2,188,.,.,.,.,10.73,bilingual_interest_area,8,Trial: 87,1,Conditioned,Main,English,Expt,10.73
aditi,2,213,.,.,.,.,15.49,bilingual_interest_area,8,Trial: 87,1,Conditioned,Main,English,Expt,15.49
aditi,2,426,.,.,.,.,15.53,bilingual_interest_area,8,Trial: 87,1,Conditioned,Main,English,Expt,15.53
aditi,2,62,.,.,.,.,15.67,bilingual_interest_area,8,Trial: 87,1,Conditioned,Main,English,Expt,15.67
aditi,2,208,.,.,.,.,15.58,bilingual_interest_area,8,Trial: 87,1,Conditioned,Main,English,Expt,15.58
aditi,1,54,1399,3,1,monolingual_interest_area,6.43,monolingual_interest_area,8,Trial: 87,1,Conditioned,Main,English,Expt,6.43
aditi,1,840,1399,3,1,monolingual_interest_area,5.89,monolingual_interest_area,8,Trial: 87,1,Conditioned,Main,English,Expt,5.89
aditi,1,440,440,1,1,monolingual_interest_area,1.91,monolingual_interest_area,5,Trial: 88,2,Conditioned,Main,English,Expt,1.91
aditi,1,374,.,.,.,.,13.65,monolingual_interest_area,5,Trial: 88,2,Conditioned,Main,English,Expt,13.65
aditi,1,334,.,.,.,.,7.03,monolingual_interest_area,5,Trial: 88,2,Conditioned,Main,English,Expt,7.03
aditi,2,1442,.,.,.,.,5.82,bilingual_interest_area,5,Trial: 88,2,Conditioned,Main,English,Expt,5.82
aditi,1,135,.,.,.,.,8.39,monolingual_interest_area,5,Trial: 88,2,Conditioned,Main,English,Expt,8.39
aditi,2,89,405,2,2,bilingual_interest_area,1.09,bilingual_interest_area,8,Trial: 89,2,Conditioned,Main,English,Expt,1.09
aditi,2,316,405,2,2,bilingual_interest_area,4.59,bilingual_interest_area,8,Trial: 89,2,Conditioned,Main,English,Expt,4.59
aditi,2,52,.,.,.,.,8.4,bilingual_interest_area,8,Trial: 89,2,Conditioned,Main,English,Expt,8.4
aditi,2,61,.,.,.,.,11.11,bilingual_interest_area,8,Trial: 89,2,Conditioned,Main,English,Expt,11.11
aditi,2,211,.,.,.,.,8.72,bilingual_interest_area,8,Trial: 89,2,Conditioned,Main,English,Expt,8.72
aditi,2,439,.,.,.,.,7.28,bilingual_interest_area,8,Trial: 89,2,Conditioned,Main,English,Expt,7.28
aditi,1,647,.,.,.,.,7.15,monolingual_interest_area,8,Trial: 89,2,Conditioned,Main,English,Expt,7.15
aditi,2,687,.,.,.,.,7.96,bilingual_interest_area,8,Trial: 89,2,Conditioned,Main,English,Expt,7.96
aditi,2,404,404,1,2,bilingual_interest_area,1.2,bilingual_interest_area,14,Trial: 90,2,Baseline,Main,English,Expt,1.2
aditi,1,383,.,.,.,.,12.81,monolingual_interest_area,14,Trial: 90,2,Baseline,Main,English,Expt,12.81
aditi,1,59,.,.,.,.,13.77,monolingual_interest_area,14,Trial: 90,2,Baseline,Main,English,Expt,13.77
aditi,1,33,.,.,.,.,13.99,monolingual_interest_area,14,Trial: 90,2,Baseline,Main,English,Expt,13.99
aditi,1,298,.,.,.,.,15.2,monolingual_interest_area,14,Trial: 90,2,Baseline,Main,English,Expt,15.2
aditi,1,97,.,.,.,.,15.37,monolingual_interest_area,14,Trial: 90,2,Baseline,Main,English,Expt,15.37
aditi,1,204,.,.,.,.,18.51,monolingual_interest_area,14,Trial: 90,2,Baseline,Main,English,Expt,18.51
aditi,1,41,.,.,.,.,18.58,monolingual_interest_area,14,Trial: 90,2,Baseline,Main,English,Expt,18.58
aditi,1,32,.,.,.,.,17.16,monolingual_interest_area,14,Trial: 90,2,Baseline,Main,English,Expt,17.16
aditi,1,182,.,.,.,.,16.93,monolingual_interest_area,14,Trial: 90,2,Baseline,Main,English,Expt,16.93
aditi,2,43,.,.,.,.,7.56,bilingual_interest_area,14,Trial: 90,2,Baseline,Main,English,Expt,7.56
aditi,2,48,.,.,.,.,7.89,bilingual_interest_area,14,Trial: 90,2,Baseline,Main,English,Expt,7.89
aditi,2,32,.,.,.,.,7.96,bilingual_interest_area,14,Trial: 90,2,Baseline,Main,English,Expt,7.96
aditi,2,70,.,.,.,.,6.96,bilingual_interest_area,14,Trial: 90,2,Baseline,Main,English,Expt,6.96
aditi,2,65,65,1,2,bilingual_interest_area,3.34,bilingual_interest_area,7,Trial: 91,1,Baseline,Main,English,Expt,3.34
aditi,1,312,312,1,1,monolingual_interest_area,2.11,monolingual_interest_area,7,Trial: 91,1,Baseline,Main,English,Expt,2.11
aditi,1,214,.,.,.,.,6.33,monolingual_interest_area,7,Trial: 91,1,Baseline,Main,English,Expt,6.33
aditi,2,68,.,.,.,.,9.08,bilingual_interest_area,7,Trial: 91,1,Baseline,Main,English,Expt,9.08
aditi,2,413,.,.,.,.,9.14,bilingual_interest_area,7,Trial: 91,1,Baseline,Main,English,Expt,9.14
aditi,2,723,.,.,.,.,8.54,bilingual_interest_area,7,Trial: 91,1,Baseline,Main,English,Expt,8.54
aditi,1,641,.,.,.,.,8.38,monolingual_interest_area,7,Trial: 91,1,Baseline,Main,English,Expt,8.38
aditi,2,455,1678,3,2,bilingual_interest_area,5.39,bilingual_interest_area,6,Trial: 92,2,Baseline,Main,English,Expt,5.39
aditi,1,357,.,.,.,.,6.03,monolingual_interest_area,6,Trial: 92,2,Baseline,Main,English,Expt,6.03
aditi,2,448,.,.,.,.,6.68,bilingual_interest_area,6,Trial: 92,2,Baseline,Main,English,Expt,6.68
aditi,2,569,1678,3,2,bilingual_interest_area,1.42,bilingual_interest_area,6,Trial: 92,2,Baseline,Main,English,Expt,1.42
aditi,2,654,1678,3,2,bilingual_interest_area,1.47,bilingual_interest_area,6,Trial: 92,2,Baseline,Main,English,Expt,1.47
aditi,2,266,.,.,.,.,39.17,bilingual_interest_area,6,Trial: 92,2,Baseline,Main,English,Expt,39.17
aditi,2,20,.,.,.,.,9.02,bilingual_interest_area,7,Trial: 93,1,Baseline,Main,English,Expt,9.02
aditi,2,364,1109,3,2,bilingual_interest_area,3.21,bilingual_interest_area,7,Trial: 93,1,Baseline,Main,English,Expt,3.21
aditi,2,624,.,.,.,.,7.17,bilingual_interest_area,7,Trial: 93,1,Baseline,Main,English,Expt,7.17
aditi,2,266,1109,3,2,bilingual_interest_area,5.8,bilingual_interest_area,7,Trial: 93,1,Baseline,Main,English,Expt,5.8
aditi,2,479,1109,3,2,bilingual_interest_area,4.32,bilingual_interest_area,7,Trial: 93,1,Baseline,Main,English,Expt,4.32
aditi,1,220,220,1,1,monolingual_interest_area,4.66,monolingual_interest_area,7,Trial: 93,1,Baseline,Main,English,Expt,4.66
aditi,1,739,.,.,.,.,6.69,monolingual_interest_area,7,Trial: 93,1,Baseline,Main,English,Expt,6.69
aditi,1,406,1149,2,1,monolingual_interest_area,4.19,monolingual_interest_area,3,Trial: 94,1,Baseline,Main,English,Expt,4.19
aditi,1,1816,.,.,.,.,7.59,monolingual_interest_area,3,Trial: 94,1,Baseline,Main,English,Expt,7.59
aditi,1,743,1149,2,1,monolingual_interest_area,5.73,monolingual_interest_area,3,Trial: 94,1,Baseline,Main,English,Expt,5.73
aditi,2,662,.,.,.,.,6.27,bilingual_interest_area,4,Trial: 95,2,Conditioned,Main,English,Expt,6.27
aditi,2,1033,.,.,.,.,7.03,bilingual_interest_area,4,Trial: 95,2,Conditioned,Main,English,Expt,7.03
aditi,2,1161,.,.,.,.,8.7,bilingual_interest_area,4,Trial: 95,2,Conditioned,Main,English,Expt,8.7
aditi,1,145,.,.,.,.,7.76,monolingual_interest_area,4,Trial: 95,2,Conditioned,Main,English,Expt,7.76
aditi,1,14,.,.,.,.,6.82,monolingual_interest_area,7,Trial: 96,1,Baseline,Main,English,Expt,6.82
aditi,1,1068,.,.,.,.,7.26,monolingual_interest_area,7,Trial: 96,1,Baseline,Main,English,Expt,7.26
aditi,1,1542,.,.,.,.,7.71,monolingual_interest_area,7,Trial: 96,1,Baseline,Main,English,Expt,7.71
aditi,1,150,.,.,.,.,7.94,monolingual_interest_area,7,Trial: 96,1,Baseline,Main,English,Expt,7.94
aditi,1,146,.,.,.,.,8.1,monolingual_interest_area,7,Trial: 96,1,Baseline,Main,English,Expt,8.1
aditi,1,23,.,.,.,.,8.3,monolingual_interest_area,7,Trial: 96,1,Baseline,Main,English,Expt,8.3
aditi,1,32,.,.,.,.,8.4,monolingual_interest_area,7,Trial: 96,1,Baseline,Main,English,Expt,8.4
aditi,1,83,1815,4,1,monolingual_interest_area,4.89,monolingual_interest_area,7,Trial: 97,1,Baseline,Main,English,Expt,4.89
aditi,1,663,1815,4,1,monolingual_interest_area,6.78,monolingual_interest_area,7,Trial: 97,1,Baseline,Main,English,Expt,6.78
aditi,1,217,.,.,.,.,32.51,monolingual_interest_area,7,Trial: 97,1,Baseline,Main,English,Expt,32.51
aditi,1,57,.,.,.,.,32.62,monolingual_interest_area,7,Trial: 97,1,Baseline,Main,English,Expt,32.62
aditi,1,777,1815,4,1,monolingual_interest_area,5.86,monolingual_interest_area,7,Trial: 97,1,Baseline,Main,English,Expt,5.86
aditi,1,292,1815,4,1,monolingual_interest_area,4.72,monolingual_interest_area,7,Trial: 97,1,Baseline,Main,English,Expt,4.72
aditi,1,544,.,.,.,.,6.09,monolingual_interest_area,7,Trial: 97,1,Baseline,Main,English,Expt,6.09
aditi,2,1209,1209,1,2,bilingual_interest_area,5.03,bilingual_interest_area,5,Trial: 98,1,Conditioned,Main,English,Expt,5.03
aditi,2,1029,.,.,.,.,7.02,bilingual_interest_area,5,Trial: 98,1,Conditioned,Main,English,Expt,7.02
aditi,2,216,.,.,.,.,6.77,bilingual_interest_area,5,Trial: 98,1,Conditioned,Main,English,Expt,6.77
aditi,2,216,.,.,.,.,6.67,bilingual_interest_area,5,Trial: 98,1,Conditioned,Main,English,Expt,6.67
aditi,2,182,.,.,.,.,8.53,bilingual_interest_area,5,Trial: 98,1,Conditioned,Main,English,Expt,8.53
aditi,2,539,.,.,.,.,6.78,bilingual_interest_area,5,Trial: 99,1,Conditioned,Main,English,Expt,6.78
aditi,2,593,.,.,.,.,8.99,bilingual_interest_area,5,Trial: 99,1,Conditioned,Main,English,Expt,8.99
aditi,2,919,.,.,.,.,8.74,bilingual_interest_area,5,Trial: 99,1,Conditioned,Main,English,Expt,8.74
aditi,2,581,.,.,.,.,7.32,bilingual_interest_area,5,Trial: 99,1,Conditioned,Main,English,Expt,7.32
aditi,1,104,.,.,.,.,8.81,monolingual_interest_area,5,Trial: 99,1,Conditioned,Main,English,Expt,8.81
aditi,2,188,486,2,2,bilingual_interest_area,6.06,bilingual_interest_area,6,Trial: 100,1,Baseline,Main,English,Expt,6.06
aditi,2,298,486,2,2,bilingual_interest_area,5.58,bilingual_interest_area,6,Trial: 100,1,Baseline,Main,English,Expt,5.58
aditi,1,781,.,.,.,.,8.22,monolingual_interest_area,6,Trial: 100,1,Baseline,Main,English,Expt,8.22
aditi,2,485,.,.,.,.,6.45,bilingual_interest_area,6,Trial: 100,1,Baseline,Main,English,Expt,6.45
aditi,1,270,.,.,.,.,6.99,monolingual_interest_area,6,Trial: 100,1,Baseline,Main,English,Expt,6.99
aditi,1,757,757,1,1,monolingual_interest_area,3.36,monolingual_interest_area,6,Trial: 100,1,Baseline,Main,English,Expt,3.36
aditi,2,1326,.,.,.,.,7.88,bilingual_interest_area,6,Trial: 101,1,Baseline,Main,English,Expt,7.88
aditi,2,458,996,3,2,bilingual_interest_area,5.6,bilingual_interest_area,6,Trial: 101,1,Baseline,Main,English,Expt,5.6
aditi,2,218,.,.,.,.,5.92,bilingual_interest_area,6,Trial: 101,1,Baseline,Main,English,Expt,5.92
aditi,2,323,996,3,2,bilingual_interest_area,4.09,bilingual_interest_area,6,Trial: 101,1,Baseline,Main,English,Expt,4.09
aditi,2,442,.,.,.,.,6.69,bilingual_interest_area,6,Trial: 101,1,Baseline,Main,English,Expt,6.69
aditi,2,215,996,3,2,bilingual_interest_area,4.94,bilingual_interest_area,6,Trial: 101,1,Baseline,Main,English,Expt,4.94
aditi,2,24,289,2,2,bilingual_interest_area,6.07,bilingual_interest_area,9,Trial: 102,2,Conditioned,Main,English,Expt,6.07
aditi,2,265,289,2,2,bilingual_interest_area,6.01,bilingual_interest_area,9,Trial: 102,2,Conditioned,Main,English,Expt,6.01
aditi,1,568,.,.,.,.,8.43,monolingual_interest_area,9,Trial: 102,2,Conditioned,Main,English,Expt,8.43
aditi,1,299,1588,5,1,monolingual_interest_area,4.51,monolingual_interest_area,9,Trial: 102,2,Conditioned,Main,English,Expt,4.51
aditi,1,282,1588,5,1,monolingual_interest_area,4.75,monolingual_interest_area,9,Trial: 102,2,Conditioned,Main,English,Expt,4.75
aditi,1,280,1588,5,1,monolingual_interest_area,5.4,monolingual_interest_area,9,Trial: 102,2,Conditioned,Main,English,Expt,5.4
aditi,1,235,1588,5,1,monolingual_interest_area,4.12,monolingual_interest_area,9,Trial: 102,2,Conditioned,Main,English,Expt,4.12
aditi,1,282,.,.,.,.,5.97,monolingual_interest_area,9,Trial: 102,2,Conditioned,Main,English,Expt,5.97
aditi,1,492,1588,5,1,monolingual_interest_area,4.94,monolingual_interest_area,9,Trial: 102,2,Conditioned,Main,English,Expt,4.94
aditi,1,411,698,2,1,monolingual_interest_area,2.09,monolingual_interest_area,5,Trial: 103,2,Conditioned,Main,English,Expt,2.09
aditi,2,887,887,1,2,bilingual_interest_area,4.3,bilingual_interest_area,5,Trial: 103,2,Conditioned,Main,English,Expt,4.3
aditi,1,823,.,.,.,.,5.86,monolingual_interest_area,5,Trial: 103,2,Conditioned,Main,English,Expt,5.86
